Question,I always call in sick to work when I have a bad case of _____.
Question,I always think of _____ when I fall asleep.
Question,I can drive and _____ and _____ at the same time.
Question,"I can handle public displays of affection, but _____ is really too much."
Question,I can't get no _____.
Question,I feel the need—the need for _____.
Question,"I firmly believe that for the economy to recover, the Department of _____ needs to change its policies on _____."
Question,I for one welcome our new _____ overlords!
Question,I got a fever and the only cure is more _____.
Question,I have decided to commit to a life of studious contemplation on_____.
Question,I like my women like _____.
Question,I like to keep _____ as a souvenir of my sexual encounters.
Question,I live my life according to the teachings of _____.
Question,I love _____ in my _____.
Question,I love the smell of _____ in the morning.
Question,"I met my current significant other at _____,"
Question,"I might be a _____, but at least I'm no _____."
Question,I really hate _____ at work. So I take care of it with _____.
Question,I sleep like a baby after bathing in a tub full of _____.
Question,I want to go to school to study_____.
Question,I was into _____ before it was cool.
Question,I will not eat them Sam-I-Am. I will not eat _____.
Question,I work out so that I can look good when I'm _____.
Question,I'd rather be _____.
Question,"If a pot of gold is on one end of the rainbow, what is on the other?"
Question,"If I don't enjoy _____, then the terrorists win."
Question,"If I weren't so busy with _____, I'd be _____."
Question,If there’s one thing you could change about me it would be _____.
Question,I'm having trouble finding a college which will allow me to pursue a degree in _____.
Question,"In a pinch, _____ can be a suitable substitute for _____."
Question,"In a surprising turnaround, _____ has publicly come out as supporting President Obama."
Question,"In an astonishing and ground-breaking decision, the Supreme Court has decided in favor of _____."
Question,"In Nintendo's new game, you must fight off wave after wave of _____ in order to save _____."
Question,In the grim darkness of the future there is only _____.
Question,"In the new tenth circle of Hell, sinners will be condemned to an eternity of _____."
Question,"Instead of endorsing Jell-O Pudding Pops, Bill Cosby now endorses _____."
Question,"Instead of her normal self, Cinderella should have turned into _____ at midnight."
Question,"Instead of Robin, Batman should have had _____ as a sidekick."
Question,"Instead of the Jews, Hitler should have worried more about _____."
Question,Iron Chef: Today's secret ingredient is _____.
Question,It is often argued that our ancestors would have never evolved without the aid of _____.
Question,It rubs _____ on its skin or else it gets _____ again.
Question,"It sucks when you look in the fridge, and all you have to eat is _____."
Question,It was more uncomfortable than _____ at a _____ convention.
Question,I've got the fever and the only cure is more _____.
Question,"Keep your friends close, but your _____ closer."
Question,Kitten thinks of nothing but _____ all day.
Question,Legend of Zelda: The _____ of _____.
Question,Like a good neighbor _____ is there.
Question,Michael Bay's new three-hour action epic pits _____ against _____.
Question,"Mister Owl, how many licks does it take to get to the center of _____?"
Question,Moral at work was boosted when they put_____ in the vending machines.
Question,"Mr. Owl, how many licks does it take to get to the center of _____?"
Question,"My favorite book is the classic tale of _____, written by _____."
Question,My favorite childhood memory is_____.
Question,My favorite TV channel is the one that shows programs about _____.
Question,My favourite family recipe is _____ and _____ with just a dash of _____.
Question,My Little Pony: Friendship is _____.
Question,My mission in life is to create a videogame about _____.
Question,My other car is a _____.
Question,New car sticker craze: Calvin pissing on _____.
Question,"Next on Oprah, teens addicted to _____."
Question,"Next, on Martha Stewart's Living, spruce up your _____ with _____."
Question,"Next, on the Twilight Zone: a parallel universe in which every instance of _____ is replaced by _____."
Question,Nobody puts _____ in a corner.
Question,Nothing beats cuddling with _____ in bed.
Question,Nothing feels better than _____ on _____.
Question,Now witness the firepower of this fully armed and operational _____!
Question,"On tonight's special report, _____. Fact or fiction?"
Question,One day a man is bitten by _____ and is transformed into _____.
Question,Only _____ is worse than a heretic.
Question,Our most powerful weapon on the day of the zombie apocalypse will be _____.
Question,"Remember, _____ is never funny. Unless it involves _____."
Question,"Roses are red; Violets are _____; _____ is _____, and so are you."
Question,Say no to _____.
Question,"Science has discovered that beyond the edges of the universe, there is only _____."
Question,Scientists have reverse engineered alien technology that unlocks the secrets of _____.
Question,Sizzler’s special tonight: _____ with a side of _____.
Question,"Something you should regret, but secretly don't."
Question,"Sometimes you feel like _____, sometimes you don't."
Question,"Sticks and stones may break my bones, but _____ will never hurt me."
Question,Stop staring at _____.
Question,The 1930's is often regarded as the golden age of _____.
Question,The best Christmas present my grandma ever gave me was_____.
Question,The best things in life come in _____.
Question,The Christian Coalition has recently decided that an even worse sin than same-sex marriage is _____.
Question,The clown made all the children laugh with his balloon animal in the shape of _____.
Question,"The Himalayas are filled with many perils, such as _____."
Question,The internet was invented for _____.
Question,The Japanese government spent billions of yen researching _____.
Question,The local experimental college is now offering a course on _____ led by _____.
Question,The new hip trend at craft bars is vodka infused with _____.
Question,The new Nintendo will be called the _____.
Question,The new version of Dungeons and Dragons makes _____ a playable race.
Question,The next ice cream flavor from Ben & Jerry's.
Question,The next Team Fortress 2 update will include _____.
Question,The only problem with _____ is that there isn't enough _____ in it.
Question,The power of love is useless against _____.
Question,The road to success is paved with _____.
Question,"The sad truth is, at the edge of the universe, there is nothing but _____."
Question,"The sound of your life, _____ radio!"
Question,The theme for our senior prom will be _____.
Question,The world is going to end when _____ falls on the Earth and _____ will be everywhere.
Question,"There is a time for peace, a time for war, and a time for _____."
Question,There is nothing worse than seeing _____ in the light of day.
Question,There's no crying in _____.
Question,There's no such thing as _____.
Question,They found ______ in the dumpster behind the abortion clinic.
Question,This decade will be regarded as the golden age of _____.
Question,"This Thanksgiving, I'm most thankful for _____."
Question,"This year's Pulitzer Prize winning novel was chosen for its brilliant _____, as a metaphor for _____."
Question,Try walking a mile in my _____.
Question,Two things you need to survive on a deserted island.
Question,Warning: This product contains trace amounts of _____.
Question,What 2 things do you need to survive on a deserted island?
Question,What am I hiding from my parents?
Question,What am I lying to my friends about?
Question,What brought the orgy to a screeching halt?
Question,What did I find in the couch cushions?
Question,What do I fear my parents will find in my sock drawer?
Question,What do I like best about my job?
Question,What do I think about when I'm having trouble getting off?
Question,What gave me aids?
Question,What goes best on toast?
Question,What I wouldn't give for 10 minutes alone with ______
Question,What in my past led to my current position on gun control laws?
Question,What is in my zombie apocalypse survival bag?
Question,What is the moral of the story?
Question,What is the only way I can achieve orgasm?
Question,What keeps me up at night?
Question,What makes Fred Phelps hard?
Question,What makes me tingle all over?
Question,What makes the world go round?
Question,"What melts in your mouth, not in your hand?"
Question,What time is it? _____ time!
Question,"What was Abraham Lincoln's deep, dark secret?"
Question,What will be an issue in the next presidential election?
Question,What will be our last chance for salvation when our new robot overlords take over?
Question,What will be put in the time capsule to preserve humanity's memory?
Question,What will I bring to the party?
Question,What's my superpower?
Question,What's the real reason that I've gathered you all hear today?
Question,What's the worst that could happen?
Question,"When a man and a woman love each other very much, suddenly _____."
Question,"When I get drunk, I feel that I am an expert on _____."
Question,"When I get married, our vows will include words about _____."
Question,"When I saw your mom naked, it reminded me of _____"
Question,"When I'm alone and the room is totally dark, I like to secretly _____."
Question,"When life gives you _____, make _____."
Question,"When you wake up from a night of heavy drinking, you usually regret _____"
Question,Where do babies come from?
Question,Who could have guessed that the alien invasion would be easily thwarted by _____.
Question,Who was my childhood hero?
Question,Why am I in such a bad mood?
Question,Why am I like this?
Question,Why are we wearing tuxedos?
Question,Why did the _____ have to _____?
Question,"Why does God pee on us, periodically?"
Question,Why is mom calling?
Question,Why was my application to work at McDonald's rejected?
Question,"With the Democrats and Republicans in a dead heat, the election was stolen by the _____ party."
Question,"Wonder Twin powers, activate! Shape of _____. Form of _____."
Question,You can never have too many _____ when in East LA.
Question,You can never have too much _____.
Question,You know God hates you when _____.
Question,You’re in good hands with _____.
Answer,A 55-gallon drum of lube.
Answer,"A bigger, blacker dick."
Answer,A Burmese tiger pit.
Answer,A dollop of sour cream.
Answer,A magic hippie love cloud.
Answer,A man in yoga pants with a ponytail and feather earrings.
Answer,A piñata full of scorpions.
Answer,A sad fat dragon with no friends.
Answer,A slightly shittier parallel universe.
Answer,"A soulful rendition of ""Ol' Man River."""
Answer,A squadron of moles wearing aviator goggles.
Answer,"A sweaty, panting leather daddy."
Answer,A sweet spaceship.
Answer,All of this blood.
Answer,An army of skeletons.
Answer,An ether-soaked rag.
Answer,An unhinged ferris wheel rolling toward the sea.
Answer,Another shot of morphine.
Answer,Basic human decency.
Answer,Beefin' over turf.
Answer,Being awesome at sex.
Answer,Boris the Soviet Love Hammer.
Answer,Bullshit.
Answer,Catastrophic urethral trauma.
Answer,Daddy's belt.
Answer,Death by Steven Seagal.
Answer,"Dining with cardboard cutouts of the cast of ""Friends."""
Answer,Double penetration.
Answer,Existing.
Answer,Fetal alcohol syndrome.
Answer,Finding Waldo.
Answer,Fuck Mountain.
Answer,Getting hilariously gang-banged by the Blue Man Group.
Answer,Grandpa's ashes.
Answer,"Graphic violence, adult language, and some sexual content."
Answer,Hillary Clinton's death stare.
Answer,Intimacy problems.
Answer,Jeff Goldblum.
Answer,Living in a trashcan.
Answer,"Loki, the trickster god."
Answer,Making a friend.
Answer,Me.
Answer,Mild autism.
Answer,Mooing.
Answer,My first kill.
Answer,Nunchuck moves.
Answer,Oncoming traffic.
Answer,One Ring to rule them all.
Answer,Power.
Answer,Pretty Pretty Princess Dress-Up Board Game®.
Answer,Pumping out a baby every nine months.
Answer,Rising from the grave.
Answer,Scrotal frostbite.
Answer,Some really fucked-up shit.
Answer,"Special musical guest, Cher."
Answer,Spring break!
Answer,Subduing a grizzly bear and making her your wife.
Answer,Survivor's guilt.
Answer,Swiftly achieving orgasm.
Answer,Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.
Answer,The corporations.
Answer,The day the birds attacked.
Answer,The Google.
Answer,The grey nutrient broth that sustains Mitt Romney.
Answer,The human body.
Answer,The mere concept of Applebee's.
Answer,The mixing of the races.
Answer,The new Radiohead album.
Answer,Tiny nipples.
Answer,Tongue.
Answer,Upgrading homeless people to mobile hotspots.
Answer,Weapons-grade plutonium.
Answer,Wearing an octopus for a hat.
Answer,Whining like a little bitch.
Answer,Whipping a disobedient slave.
Question,"After months of debate, the Occupy Wall Street General Assembly could only agree on ""More _____!"""
Question,"Before _____, all we had was _____."
Question,Charades was ruined for me forever when my mom had to act out _____.
Question,Everyone down on the ground! We don't want to hurt anyone. We're just here for _____.
Question,"I spent my whole life working toward _____, only to have it ruined by _____."
Question,"I went from _____ to _____, all thanks to _____."
Question,"If God didn't want us to enjoy _____, he wouldn't have given us _____."
Question,"Little Miss Muffet Sat on a tuffet, Eating her curds and _____."
Question,Members of New York's social elite are paying thousands of dollars just to experience _____.
Question,"My country, 'tis of thee, sweet land of _____."
Question,Next time on Dr. Phil: How to talk to your child about _____.
Question,Only two things in life are certain: death and _____.
Question,The healing process began when I joined a support group for victims of _____.
Question,"The votes are in, and the new high school mascot is _____."
Question,"This month's Cosmo: ""Spice up your sex life by bringing _____ into the bedroom."""
Question,Tonight on 20/20: What you don't know about _____ could kill you.
Answer,"A black male in his early 20s, last seen wearing a hoodie."
Answer,A boo-boo.
Answer,A botched circumcision.
Answer,A cat video so cute that your eyes roll back and your spine slides out of your anus.
Answer,A cop who is also a dog.
Answer,A greased-up Matthew McConaughey.
Answer,A lamprey swimming up the toilet and latching onto your taint.
Answer,A pile of squirming bodies.
Answer,A PowerPoint presentation.
Answer,A spontaneous conga line.
Answer,A surprising amount of hair.
Answer,A vagina that leads to another dimension.
Answer,"Actually getting shot, for real."
Answer,All my friends dying.
Answer,An all-midget production of Shakespeare’s Richard III.
Answer,An ass disaster.
Answer,An unstoppable wave of fire ants.
Answer,"Bill Clinton, naked on a bearskin rug with a saxophone."
Answer,Blood farts.
Answer,Blowing some dudes in an alley.
Answer,Buying the right pants to be cool.
Answer,Chugging a lava lamp.
Answer,Cock.
Answer,Crying into the pages of Sylvia Plath.
Answer,Demonic possession.
Answer,Disco fever.
Answer,Drinking ten 5-hour ENERGYs to get fifty continuous hours of energy.
Answer,Dying alone and in pain.
Answer,Eating Tom Selleck’s mustache to gain his powers.
Answer,Filling every orifice with butterscotch pudding.
Answer,Fisting.
Answer,Flying robots that kill people.
Answer,Gay aliens.
Answer,Getting your dick stuck in a Chinese finger trap with another dick.
Answer,Girls that always be textin’.
Answer,Going around punching people.
Answer,Having sex on top of a pizza.
Answer,Having shotguns for legs.
Answer,Indescribable loneliness.
Answer,Jumping out at people.
Answer,Letting everyone down.
Answer,Mufasa’s death scene.
Answer,"My manservant, Claude."
Answer,Not contributing to society in any meaningful way.
Answer,Not having sex.
Answer,Nothing.
Answer,Putting an entire peanut buter and jelly sandwich into the VCR.
Answer,Reverse cowgirl.
Answer,"Roland the Farter, flatulist to the king."
Answer,"Running naked through a mall, pissing and shitting everywhere."
Answer,Samuel L. Jackson.
Answer,Screaming like a maniac.
Answer,Self-flagellation.
Answer,Shutting the fuck up.
Answer,Slapping a racist old lady.
Answer,"Sneezing, farting, and coming at the same time."
Answer,Some douche with an acoustic guitar.
Answer,Some kind of bird-man.
Answer,Spending lots of money.
Answer,That ass.
Answer,The entire Internet.
Answer,The Harlem Globetrotters.
Answer,The Land of Chocolate.
Answer,"The moist, demanding chasm of his mouth."
Answer,"The primal, ball-slapping sex your parents are having right now."
Answer,The Quesadilla Explosion Salad from Chili’s.
Answer,The systematic destruction of an entire people and their way of life.
Answer,The thin veneer of situational causality that underlies porn.
Answer,The way white people is.
Answer,Three months in the hole.
Answer,"Unlimited soup, salad, and breadsticks."
Answer,Velcro.
Answer,Vietnam flashbacks.
Answer,Vomiting mid-blowjob.
Answer,"Warm, velvety muppet sex."
Question,"__________. Awesome in theory, kind of a mess in practice."
Question,__________: Hours of fun. Easy to use. Perfect for __________!
Question,A successful job interview begins with a firm handshake and ends with __________.
Question,"After months of practice with __________, I think I’m finally ready for __________."
Question,And what did you bring for show and tell?
Question,"As part of his contract, Prince won’t perform without __________ in his dressing room."
Question,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for __________."
Question,"Call the law offices of Goldstein & Goldstein, because no one should have to tolerate __________ in the workplace."
Question,During high school I never really fit in until I found __________ club.
Question,Finally! A service that delivers __________ right to your door.
Question,Having problems with __________? Try __________!
Question,"Hey baby, come back to my place and I’ll show you __________."
Question,I’m not like the rest of you. I’m too rich and busy for __________.
Question,"In the seventh circle of Hell, sinners must endure __________ for all eternity."
Question,"Listen, son. If you want to get involved with __________, I won’t stop you. Just steer clear of __________."
Question,Lovin’ you is easy ’cause you’re __________.
Question,"Money can’t buy me love, but it can buy me __________."
Question,My gym teacher got fired for adding __________ to the obstacle course.
Question,My life is ruled by a vicious cycle of __________ and __________.
Question,The blind date was going horribly until we discovered our shared interest in __________.
Question,"To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of __________."
Question,Turns out that __________-Man was neither the hero we needed nor wanted.
Question,What left this stain on my couch?
Question,"When you get right down to it, __________ is just __________."
Question,"With enough time and pressure, __________ will turn into __________."
Answer,72 virgins
Answer,8 oz of sweet Mexican black-tar heroin
Answer,A bag of magic beans
Answer,A balanced breakfast
Answer,A beached whale
Answer,A big black dick
Answer,A big hoopla about nothing
Answer,A bleached asshole
Answer,A bloody pacifier
Answer,A Bop It
Answer,A brain tumor
Answer,A can of whoop-ass
Answer,A clandestine butt scratch
Answer,A cooler full of organs
Answer,A crappy little hand
Answer,A death ray
Answer,A defective condom
Answer,A disappointing birthday party
Answer,A drive-by shooting
Answer,A falcon with a cap on its head
Answer,A fetus
Answer,A foul mouth
Answer,A gassy antelope
Answer,A gentle caress of the inner thigh
Answer,A good sniff
Answer,A Gypsy curse
Answer,A homoerotic volleyball montage
Answer,A hot mess
Answer,A lifetime of sadness
Answer,A look-see
Answer,A low standard of living
Answer,A mating display
Answer,A micro-penis
Answer,A middle-aged man on roller skates
Answer,A mime having a stroke
Answer,A moment of silence
Answer,A monkey smoking a cigar
Answer,A mopey zoo lion
Answer,A murder most foul
Answer,A nuanced critique
Answer,A passionate Latino lover
Answer,A really cool hat
Answer,A rival dojo
Answer,A robust mongoloid
Answer,A sad handjob
Answer,A salty surprise
Answer,A sassy black woman
Answer,A sausage festival
Answer,A sea of troubles
Answer,A snapping turtle biting the tip of your penis
Answer,A stray pube
Answer,A Super Soaker full of cat pee
Answer,A thermonuclear detonation
Answer,A time travel paradox
Answer,A tiny horse
Answer,A web of lies
Answer,A windmill full of corpses
Answer,A woman scorned
Answer,A zesty breakfast burrito
Answer,Aaron Burr
Answer,Active listening
Answer,Actually taking candy from a baby
Answer,Adderall
Answer,African children
Answer,Agriculture
Answer,AIDS
Answer,Alcoholism
Answer,All-you-can-eat shrimp for $4.99
Answer,Altar boys
Answer,American Gladiators
Answer,Amputees
Answer,An asymmetric boob job
Answer,An erection that lasts longer than four hours
Answer,An honest cop with nothing left to lose
Answer,An icepick lobotomy
Answer,An M. Night Shyamalan plot twist
Answer,An Oedipus complex
Answer,Anal beads
Answer,Another goddamn vampire movie
Answer,Apologizing
Answer,Appreciative snapping
Answer,Arnold Schwarzenegger
Answer,Asians who aren't good at math
Answer,Assless chaps
Answer,Attitude
Answer,Auschwitz
Answer,Authentic Mexican cuisine
Answer,Autocannibalism
Answer,AXE Body Spray
Answer,Balls
Answer,Barack Obama
Answer,BATMAN!!!
Answer,Beating your wives
Answer,Bees?
Answer,Being a busy adult with many important things to do
Answer,Being a dick to children
Answer,Being a dinosaur
Answer,Being a motherfucking sorcerer
Answer,Being fabulous
Answer,Being marginalized
Answer,Being on fire
Answer,Being rich
Answer,Bill Nye the Science Guy
Answer,Bingeing and purging
Answer,Bitches
Answer,Black people
Answer,Bling
Answer,Booby-trapping the house to foil burglars
Answer,Boogers
Answer,Bosnian chicken farmers
Answer,Breaking out into song and dance
Answer,Cards Against Humanity
Answer,Carnies
Answer,Catapults
Answer,Centaurs
Answer,Chainsaws for hands
Answer,Charisma
Answer,Cheating in the Special Olympics
Answer,Child abuse
Answer,Child beauty pageants
Answer,Children on leashes
Answer,Chivalry
Answer,Christopher Walken
Answer,Chutzpah
Answer,Civilian casualties
Answer,Clams
Answer,Classist undertones
Answer,Coat hanger abortions
Answer,Cockfights
Answer,College
Answer,Concealing a boner
Answer,Consultants
Answer,Copping a feel
Answer,Coughing into a vagina
Answer,Count Chocula
Answer,Crippling debt
Answer,Crystal meth
Answer,Cuddling
Answer,Customer service representatives
Answer,Cybernetic enhancements
Answer,Daddy issues
Answer,Dancing with a broom
Answer,Darth Vader
Answer,Date rape
Answer,Dead babies
Answer,Dead parents
Answer,Deflowering the princess
Answer,Dental dams
Answer,Dick Cheney
Answer,Dick fingers
Answer,Doin' it in the butt
Answer,Doing the right thing
Answer,Domino's Oreo Dessert Pizza
Answer,Dorito breath
Answer,Drinking alone
Answer,Dropping a chandelier on your enemies and riding the rope up
Answer,Dry heaving
Answer,Dwarf tossing
Answer,Dying
Answer,Dying of dysentery
Answer,Eating all of the cookies before the AIDS bake-sale
Answer,Eating an albino
Answer,Eating the last known bison
Answer,Edible underpants
Answer,Elderly Japanese men
Answer,Embryonic stem cells
Answer,Emotions
Answer,Enormous Scandinavian women
Answer,Erectile dysfunction
Answer,Estrogen
Answer,Ethnic cleansing
Answer,Eugenics
Answer,Euphoria by Calvin Klein
Answer,Exactly what you'd expect
Answer,Exchanging pleasantries
Answer,Expecting a burp and vomiting on the floor
Answer,Explosions
Answer,Fabricating statistics
Answer,Famine
Answer,Fancy Feast
Answer,Farting and walking away
Answer,Fear itself
Answer,Feeding Rosie O'Donnell
Answer,Fiery poops
Answer,Figgy pudding
Answer,Finding a skeleton
Answer,Finger painting
Answer,Fingering
Answer,Firing a rifle into the air while balls deep in a squealing hog
Answer,Five-Dollar Footlongs
Answer,Flash flooding
Answer,Flesh-eating bacteria
Answer,Flightless birds
Answer,Flying sex snakes
Answer,Foreskin
Answer,Forgetting the Alamo
Answer,Former President George W. Bush
Answer,Free samples
Answer,Friction
Answer,Friendly fire
Answer,Friends who eat all the snacks
Answer,Friends with benefits
Answer,Frolicking
Answer,Full frontal nudity
Answer,Gandalf
Answer,Gandhi
Answer,Geese
Answer,Genetically engineered super-soldiers
Answer,Genghis Khan
Answer,Genital piercings
Answer,George Clooney's musk
Answer,German dungeon porn
Answer,Getting abducted by Peter Pan
Answer,Getting drunk on mouthwash
Answer,"Getting in her pants, politely"
Answer,Getting naked and watching Nickelodeon
Answer,Getting really high
Answer,Getting so angry that you pop a boner
Answer,Ghosts
Answer,Giving 110 percent
Answer,Gladiatorial combat
Answer,Glenn Beck being harried by a swarm of buzzards
Answer,Glenn Beck catching his scrotum on a curtain hook
Answer,Glenn Beck convulsively vomiting as a brood of crab spiders hatches in his brain and erupts from his tear ducts
Answer,Global warming
Answer,Gloryholes
Answer,Goats eating cans
Answer,Goblins
Answer,God
Answer,GoGurt
Answer,Golden showers
Answer,Good grammar
Answer,Grandma
Answer,Grave robbing
Answer,Guys who don't call
Answer,Half-assed foreplay
Answer,Harry Potter erotica
Answer,Heartwarming orphans
Answer,"Her Royal Highness, Queen Elizabeth II"
Answer,Heteronormativity
Answer,Hipsters
Answer,Historical revisionism
Answer,Historically black colleges
Answer,Home video of Oprah sobbing into a Lean Cuisine
Answer,Homeless people
Answer,Hope
Answer,Hormone injections
Answer,Horrifying laser hair removal accidents
Answer,Horse meat
Answer,Hot cheese
Answer,Hot people
Answer,Hot Pockets
Answer,Hulk Hogan
Answer,Hurricane Katrina
Answer,Inappropriate yodeling
Answer,Incest
Answer,Insatiable bloodlust
Answer,Intelligent design
Answer,Italians
Answer,Jafar
Answer,Jean-Claude Van Damme
Answer,Jerking off into a pool of children's tears
Answer,Jew-fros
Answer,Jewish fraternities
Answer,Jibber-jabber
Answer,John Wilkes Booth
Answer,Judge Judy
Answer,Just the tip
Answer,Justin Bieber
Answer,Kamikaze pilots
Answer,Kanye West
Answer,Keanu Reeves
Answer,Keg stands
Answer,Kids with ass cancer
Answer,Kim Jong-il
Answer,Lactation
Answer,Lady Gaga
Answer,Lance Armstrong's missing testicle
Answer,Land mines
Answer,Laying an egg
Answer,Leaving an awkward voicemail
Answer,Leprosy
Answer,Leveling up
Answer,Licking things to claim them as your own
Answer,Linsday Lohan at 55
Answer,Literally eating shit
Answer,Lockjaw
Answer,Loose lips
Answer,Lumberjack fantasies
Answer,Lunchables
Answer,Mad hacky-sack skills
Answer,Making a pouty face
Answer,Making the penises kiss
Answer,Man meat
Answer,Masturbation
Answer,Mathletes
Answer,Me time
Answer,MechaHitler
Answer,Media coverage
Answer,Medieval Times Dinner and Tournament
Answer,Men
Answer,Menstruation
Answer,Michael Jackson
Answer,Michelle Obama's arms
Answer,Moral ambiguity
Answer,Morgan Freeman's voice
Answer,Mouth herpes
Answer,"Mr. Clean, right behind you"
Answer,Muhammad (Praise Be Unto Him)
Answer,Multiple stab wounds
Answer,Mutually-assured destruction
Answer,My collection of high-tech sex toys
Answer,My genitals
Answer,My humps
Answer,My inner demons
Answer,My machete
Answer,My relationship status
Answer,My sex life
Answer,My soul
Answer,My vagina
Answer,Natalie Portman
Answer,Natural male enhancement
Answer,Natural selection
Answer,Nazis
Answer,Necrophilia
Answer,Neil Patrick Harris
Answer,New Age music
Answer,Nickelback
Answer,Nicolas Cage
Answer,Nipple blades
Answer,Nocturnal emissions
Answer,Not giving a shit about the Third World
Answer,Not reciprocating oral sex
Answer,Nubile slave boys
Answer,Obesity
Answer,Object permanence
Answer,Old-people smell
Answer,Ominous background music
Answer,One thousand Slim Jims
Answer,Oompa-Loompas
Answer,Opposable thumbs
Answer,Overcompensation
Answer,Overpowering your father
Answer,Oversized lollipops
Answer,Pabst Blue Ribbon
Answer,Pac-Man uncontrollably guzzling cum
Answer,Panda sex
Answer,Panty raids
Answer,Parting the Red Sea
Answer,Party Poopers
Answer,Passable transvestites
Answer,Passing a kidney stone
Answer,Passive-aggressive Post-it notes
Answer,Pedophiles
Answer,Peeing a little bit
Answer,Penis envy
Answer,Picking up girls at the abortion clinic
Answer,Pictures of boobs
Answer,Pistol-whipping a hostage
Answer,Pixelated bukkake
Answer,Police brutality
Answer,Pooping back and forth. Forever.
Answer,Poor life choices
Answer,Poor people
Answer,Poorly-timed Holocaust jokes
Answer,Porn stars
Answer,Powerful thighs
Answer,Prancing
Answer,Praying the gay away
Answer,Preteens
Answer,Pretending to care
Answer,Pterodactyl eggs
Answer,Puberty
Answer,Public ridicule
Answer,Pulling out
Answer,Puppies!
Answer,Queefing
Answer,Quiche
Answer,Quivering jowls
Answer,Racially-biased SAT questions
Answer,Racism
Answer,Raping and pillaging
Answer,Raptor attacks
Answer,Re-gifting
Answer,Repression
Answer,Republicans
Answer,Revenge fucking
Answer,Riding off into the sunset
Answer,Ripping into a man's chest and pulling out his still-beating heart
Answer,Road head
Answer,"Robert Downey, Jr"
Answer,RoboCop
Answer,Ronald Reagan
Answer,Roofies
Answer,Ryan Gosling riding in on a white horse
Answer,Same-sex ice dancing
Answer,Santa Claus
Answer,Sarah Palin
Answer,Saxophone solos
Answer,Scalping
Answer,Science
Answer,Scientology
Answer,Scrotum tickling
Answer,Scrubbing under the folds
Answer,Sean Connery
Answer,Sean Penn
Answer,Seduction
Answer,Self-loathing
Answer,Seppuku
Answer,Serfdom
Answer,Sexting
Answer,Sexual humiliation
